MOP	language	text	length	rating_list	mean_rating
MOP4	zh	Su mayor éxito en el escenario a partir de 1914 , sus " Daddy Long Legs " , adaptado de la novela hacen Webster protagonizó .	20	3, 3, 1, 1, 3, 1, 4, 1, 3, 1, 1, 3, 1, 1	1.92857142857
MOP4	zh	Cuba moléculas de hidrocarburo sintético 8 átomos de carbono dispuestos para formar los vértices de un cubo , de ahí el nombre .	20	3, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3, 1, 1	1.69230769231
MOP4	zh	Sin embargo , esto sólo duró un mes , ya que es la época de Homero pasó todo el ejercicio presupuestario .	18	3, 2, 2, 2, 1, 3, 2, 3, 1, 1, 1, 3, 3, 2	2.07142857143
MOP4	zh	Agregó que es útil para la fiebre , purificar la garganta y el pecho .	12	3, 4, 4, 2, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3	3.57142857143
MOP4	zh	Si dos o más iguales medallas país , en orden alfabético .	10	3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1	1.33333333333
MOP4	zh	Más tarde , la música electrónica era un trabajo de éxito " de la cadena superior " , la estación oficial en Mallorca .	18	3, 2, 4, 2, 3, 3, 2, 1, 4, 2, 2, 3, 1, 2, 2	2.4
MOP4	zh	Esto es lo que jugó toda su carrera en el FC futbolista equipo atardecer .	14	2, 1, 1, 3, 3, 1, 3, 1, 3, 3, 1, 1, 3, 1, 1	1.86666666667
MOP4	zh	Recientemente, el gobierno de Moscú anunció planes para la reconstrucción a gran escala del famoso monasterio .	16	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0
MOP4	zh	Watson describió el resultado es una poderosa afirmación , y la mayoría napolitanos orgánico para sus seres queridos .	17	2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 2	1.46666666667
MOP4	zh	De acuerdo con informes de 26 de septiembre YEL el 24 del mes en Piscobamba , en Huántar .	17	2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 4, 2, 2, 1, 2	1.66666666667
MOP4	zh	1822 : En Colorado y la campaña de Maracaibo para hacer las ventajas de los Patriots en estas áreas , que permanecieron leales al trono español .	23	2, 1, 1, 2, 2, 3, 2, 2, 1, 3, 1, 2, 3, 1, 1	1.8
MOP4	zh	1990 independiente Ruidera Tomelloso , se convirtió en un municipio .	9	3, 2, 2, 3, 3, 2, 3, 2, 4, 3, 4, 2, 2, 2	2.64285714286
MOP4	zh	Esta tradición de otros testigos Ireneo , Clemente de Alejandría y buenos .	11	3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 3, 1	1.53333333333
MOP4	zh	2001, debido a la destrucción de Southtown , y luchar con su equipo, es un grupo de la derrota K ' .	19	2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 3, 1, 1	1.5
MOP4	zh	Marion Township ( Inglés : " Marion Township" ) es un municipio ubicado en el condado de Hocking , Ohio , Estados Unidos .	17	3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 2	3.64285714286
MOP4	zh	Ella adoptó su nombre artístico , Jackie Mabley , de un viejo amigo .	11	3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3	3.83333333333
MOP4	zh	El crecimiento urbano hacia el oeste y sur del castillo como centro administrativo .	13	2, 4, 3, 4, 3, 3, 3, 4, 4, 2, 2, 4, 2, 3	3.07142857143
MOP4	zh	José Luis Díaz Gómez ( Ciudad de México , 1943) es un cirujano , los investigadores académicos y México .	16	1, 3, 3, 1, 2, 3, 2, 2, 2, 3, 2, 2, 4, 1	2.21428571429
MOP4	zh	También utilizó el Ejército Argentino , la Armada Argentina y del condado unidades empresario argentino .	14	2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3	2.2
MOP4	zh	Es la fundación de piedra virus y plagas ancestrales de un filósofo selectivo " , " el ADN .	15	2, 2, 2, 2, 1, 1, 3, 2, 1, 1, 2, 2, 3, 1, 1	1.73333333333
MOP4	zh	Este movimiento se ha dicho para despejar el camino a otros bancos europeos para entrar en el lucrativo mercado italiano .	20	3, 4, 3, 2, 3, 2, 3, 4, 3, 3, 1, 2, 3, 3, 2	2.73333333333
MOP4	zh	Él fue recomendado como los japoneses visita samurai diferentes provincias acompañado de un sirviente , como testigo .	15	3, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 3, 1	1.6875
MOP4	zh	Periódico familiar Prionispa es una especie de escarabajo de hoja escarabajo .	11	2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2	1.46153846154
MOP4	zh	Él y su novia Cui Xi He Patterson , tuvo su primer hijo , Oliver , nació el 2 de mayo de 2005 .	19	3, 2, 3, 3, 4, 2, 3, 2, 3, 2, 3, 2, 2	2.61538461538
MOP4	zh	Además , también encontró algunos golpes , una pequeña pala o anillos de hueso , aunque este material se utiliza cada vez menos frecuente en el territorio .	24	2, 4, 1, 3, 3, 2, 3, 3, 3, 2, 3, 3, 2, 3	2.64285714286
MOP4	zh	Viene con unos carriles laterales mira óptica estándar se pueden equipar con una variedad de miras ópticas diurnas y nocturnas .	18	3, 1, 3, 2, 1, 2, 3, 3, 4, 3, 3, 2, 1, 2	2.35714285714
MOP4	zh	Esto no es tan popular en Venezuela el béisbol , el fútbol o el baloncesto .	14	2, 1, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 1, 3, 2	2.0
MOP4	zh	Se celebra el domingo , la gente del lugar y de la gente del estado de Querétaro muy llenas .	18	2, 1, 2, 3, 2, 2, 2, 2, 1, 1, 1, 2, 3, 2, 1	1.8
MOP4	zh	Chilapa elogió obispo el 7 de abril de 1876, fue consagrado en la Basílica de Guadalupe, en México el 25 de junio 1876 .	23	4, 2, 2, 4, 2, 2, 3, 3, 2, 4, 2, 1	2.58333333333
MOP4	zh	1992 , Ella Fitzgerald , un concierto en el Radio City Music Hall, para conseguir más dinero .	15	4, 1, 1, 1, 1, 1, 3, 2, 1, 2, 3, 3, 2, 1	1.85714285714
MOP4	zh	Como parte en muchos otros Vargas tradicional conmemorar 19 de marzo en San José .	14	4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1	1.5
MOP4	zh	Los primeros 23 días, San Julián y Bracho en San Luis de La Paz depongan las armas .	17	3, 1, 1, 3, 1, 2, 2, 1, 1, 3, 1, 2, 1, 2, 1	1.66666666667
MOP4	zh	Wayne del condado de Backstreet Boys a menudo jugó en el CBGB y el Max Kansas City, donde el condado es el DJ .	23	2, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 1	1.46666666667
MOP4	zh	Al día siguiente , Bart recibe tratamiento y se disculpa con Lisa por su comportamiento de anoche y destruyó su negocio .	20	3, 2, 3, 2, 3, 2, 4, 2, 2, 3, 2, 3, 2, 2	2.5
MOP4	zh	Klingens de Martijn es conocido por su comunidad de software libre , especialmente la contribución del proyecto KDE es programador holandés .	20	3, 3, 2, 2, 1, 3, 2, 1, 1, 3, 3, 3, 1, 3, 1	2.13333333333
MOP4	zh	Jackson en su canción " Vas a estar ahí", de nuevo unos años más tarde Gospel Choir .	16	2, 1, 2, 3, 1, 2, 1, 3, 1, 2, 1, 2, 1, 1, 2, 1	1.625
MOP4	zh	" Halothamnus bottae " es llegar a la altura de 30 a 50 cm de altura , con el azul - verde espinoso follaje arbustos .	21	3, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 3, 2	1.71428571429
MOP4	zh	Linneo fue el primero identificado formalmente un concepto diferente .	9	1, 3, 2, 3, 2, 4, 1, 3, 3, 3, 3, 1, 2, 1	2.28571428571
MOP4	zh	Clausura de las pequeñas empresas de carbón y la reducción a gran escala en el tamaño de la división de carbón .	21	2, 4, 4, 4, 3, 3, 2, 4, 3, 4, 3, 3, 3, 2	3.14285714286
MOP4	zh	En el retrato , el observador selecciona las personas , incluida la asignación de calidad física y rasgos de personalidad .	18	3, 2, 3, 3, 3, 4, 4, 4, 3, 2, 3, 3, 3, 4, 3	3.13333333333
MOP4	zh	Con el fin de recibir su dios halcón , rebautizado como Starhawk y resumir su propósito , dijo , " yo era su sabiduría ancestral y la gloria .	24	3, 2, 2, 3, 4, 2, 4, 2, 4, 3, 2, 3, 3, 4, 1	2.8
MOP4	zh	El aceite de coco es el ingrediente básico en la producción de jabón .	13	3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.93333333333
MOP4	zh	Su verdadero nombre es Robert Goldberg , nació en Manhattan , Nueva York , en una familia de inmigrantes judíos .	17	3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.85714285714
MOP4	zh	Familia del faisán Cirrhilabrus en orden especies Labridae Perciformes de peces .	11	2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1	1.5
MOP4	zh	Hizo sus estudios secundarios en la Escuela Superior de Lenguas Modernas, 1989 .	12	3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 3	3.57142857143
MOP4	zh	1657 estos dos surround y conquistar la ciudad, entonces portuguesa de 8000 soldados y 29 cañones de Orly .	18	2, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1	1.46666666667
MOP4	zh	Al año siguiente , participó como actor y banda sonora de la comedia " swing" .	13	3, 4, 1, 3, 4, 3, 4, 3, 4, 4, 2, 4, 4, 4, 4	3.4
MOP4	zh	Ustanak con mejoras cibernéticas , incluyendo la capacidad de captar el brazo mecánico humano a largo plazo .	16	2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 1, 3, 3, 2	2.28571428571
MOP4	zh	La región del sur de Castilla la Nueva Castilla , es contradistinta ( basado en dos partes de un todo ) Castilla la Vieja .	21	3, 2, 1, 2, 3, 1, 3, 2, 2, 3, 2, 2, 1, 3, 2	2.13333333333
MOP4	zh	Fue el segundo en 1957 después de que el gran maestro español Arturo Pomar · Salamanca .	15	3, 4, 3, 3, 3, 1, 3, 3, 2, 3, 3, 2, 1, 1	2.5
MOP4	zh	Por lo tanto , con Alateo participar en la batalla de Adrianópolis en 378 .	13	2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 2, 2, 1, 1	1.53333333333
MOP4	zh	De acuerdo con el tiempo estándar japonés , la embarcación denominada " puerto Kido titanio " ) , y tiene el ataque Kaneohe el 8 de diciembre .	22	3, 2, 1, 2, 2, 3, 1, 2, 2, 3, 2, 2, 1, 2, 1	1.93333333333
MOP4	zh	Siempre habrá en el estadio en 11 jugadores .	8	3, 4, 1, 3, 2, 2, 3, 2, 4, 1, 2, 4, 2, 2	2.5
MOP4	zh	Sabiamente, el gobernador le prohibió cerca de la capital , pero también se negó a regresar a su propiedad fue confiscada en 1847 .	22	3, 1, 1, 2, 2, 2, 3, 4, 4, 2, 3, 2, 2, 2	2.35714285714
MOP4	zh	Decidió dejar los tres puestos de trabajo y el trabajo a tiempo completo , con amigos para abrir una galería de arte .	21	3, 1, 1, 2, 3, 2, 3, 4, 3, 3, 3, 3, 4, 3, 2	2.66666666667
MOP4	zh	Mordellistena rubrofrontalis tipos Mordellidae de escarabajos en la familia .	9	3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1	1.5
MOP4	zh	La mayoría de los modelos son escogidos paisaje, puesta de sol , el amanecer y la escultura .	16	3, 1, 2, 1, 2, 2, 3, 1, 2, 4, 2, 1, 1, 1, 2, 1	1.8125
MOP4	ja	Bolívar es la región más afectada en Colombia .	8	2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.8
MOP4	ja	Le sobreviven un bisnieto o nietos y los niños , de las tres personas .	13	3, 2, 1, 2, 3, 3, 1, 3, 2, 1, 2, 4, 1	2.15384615385
MOP4	ja	Por los servicios prestados , el Papa concedió el cargo de la orden de San Gregorio , España , Carlos III de él .	19	2, 2, 3, 2, 2, 3, 1, 2, 3, 2, 1, 2, 2, 2	2.07142857143
MOP4	ja	Según el censo de 2010, había 239 personas que residían en la ciudad de Howard .	15	3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.86666666667
MOP4	ja	Excepto entre el simple escena al final de la película , los efectos especiales no se han agotado .	17	2, 1, 1, 3, 1, 3, 2, 2, 1, 2, 3, 1, 1, 1, 3, 1	1.75
MOP4	ja	Los hombres pueden ser la longitud del conjunto para llegar a 7,9 cm .	13	3, 2, 1, 1, 2, 2, 1, 1, 1, 4, 2, 1	1.75
MOP4	ja	Actualmente , el grupo se ha centrado en esta empresa , y todo el trabajo está ya no funcionan como un grupo .	20	3, 1, 2, 3, 2, 1, 3, 2, 1, 3, 2, 3, 3, 2	2.21428571429
MOP4	ja	El ingreso per cápita para la ciudad era $ 24.441 .	9	3, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 3, 4, 4	3.64285714286
MOP4	ja	Misterio Sad es una parte de la oración del Rosario Católica .	11	4, 3, 3, 2, 2, 3, 3, 3, 2, 1, 1, 3, 1, 2	2.35714285714
MOP4	ja	Este fue el resultado de la asistencia electoral con derecho polvo limitado en la elección de todo el Congreso en 1965 .	21	3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2	1.75
MOP4	ja	Congreso Constitucional de la soberanía y la libertad de México nacional fue declarado ciudadano " del " México	16	3, 4, 1, 1, 2, 2, 3, 2, 2, 1, 2, 2, 1, 1, 3, 2	2.0
MOP4	ja	Riyo ganó el título de Miss Universo , que se celebró en la Ciudad de México el 28 de mayo 2007 2007 Gala , en .	23	1, 3, 2, 2, 3, 2, 3, 1, 3, 4, 2, 2, 1, 1	2.14285714286
MOP4	ja	En 1888 Ignacio Esco -bar, y vendido al gobierno italiano para establecer una embajada en el edificio , el periódico dijo que el nuevo propietario .	23	3, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 1, 1, 2	1.64285714286
MOP4	ja	Voy a hacer hincapié en la relación entre las características personales y las opciones de carrera personal .	17	3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 3, 3, 4	3.66666666667
MOP4	ja	El piso, tengo una cara que distribucción se detalla en la siguiente tabla sólo diferente .	15	2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1	1.5
MOP4	ja	Vivido Colonia Emma Godoy señala un escritor de nosotros .	9	2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 2	1.4
MOP4	ja	Está fuera del campus de la histórica plaza ubicada en (Andalucía , España ) a la tristeza Plaza Jerez de la Frontera .	19	2, 2, 1, 1, 2, 2, 3, 2, 1, 3, 3, 2, 1, 2	1.92857142857
MOP4	ja	Y la orden de bombardear la ciudad desde los buques en puerto , Lanza fue una baja de 600 civiles .	19	2, 2, 3, 3, 1, 3, 2, 3, 1, 1, 3, 3, 2, 2, 1	2.13333333333
MOP4	ja	La abundancia local en el suelo del bosque de la selva tropical en el suelo de esquisto (200-1000 m ) .	18	3, 3, 1, 3, 3, 2, 1, 3, 1, 1, 2, 3, 1, 3, 1	2.06666666667
MOP4	ja	Continuación del arquitecto y arquitecto adecuado de maestros islámicos según todos los indicios , Aragón Mudéjar , patrimonio de la humanidad ahora ricos .	21	3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1	1.53333333333
MOP4	ja	Codo Jones, rompió la cara de Bella en tres partes .	10	2, 4, 4, 4, 2, 1, 2, 4, 3, 1, 4, 2, 4, 2, 3	2.8
MOP4	ja	A todo esto sucedió , pido disculpas a usted .	8	3, 2, 2, 2, 2, 2, 1, 1, 2, 1, 3, 1, 2	1.84615384615
MOP4	ja	On ( III General de los Jesuitas ) y su madre ( Isabelle Deboruha ) de San Francisco de Borja , duque era un nieto .	20	3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 4, 1, 3	1.73333333333
MOP4	ja	Off , los avances en Austria, fue revelado a la fuerza el dinero de Rusia Cerdeña Borgo ellos al pie de los Alpes .	22	3, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1	1.53333333333
MOP4	ja	( Diwaniya o ) Diwaniya es la capital del estado de Iraq Al Qadisyah .	12	3, 4, 3, 4, 2, 3, 4, 4, 4, 4, 4, 2, 3, 2	3.28571428571
MOP4	ja	Para ingresar a la carrera del ejército de jóvenes , recibió el grado de coronel .	14	3, 4, 2, 4, 3, 3, 1, 2, 2, 3, 1, 4	2.66666666667
MOP4	ja	Población total de 1,69 por ciento son hispanos o latinos de cualquier raza .	13	3, 4, 3, 3, 4, 3, 2, 3, 3, 3, 2, 3, 2, 2	2.85714285714
MOP4	ja	Ambos de Archer Prewitt y Sam Prekop , los miembros del grupo han lanzado un álbum en solitario .	16	3, 3, 2, 2, 3, 1, 2, 3, 1, 2, 3, 2, 3, 3, 2, 3	2.375
MOP4	ja	Cuando se revela , la ejecución de la nobleza de todo se llama a . El " Bloody Día Arad que fue ordenado para recibir este evento "	24	2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1	1.46153846154
MOP4	ja	Economía europea depende de la circulación de monedas de plata y oro , pero su rareza , había sumido a Europa en la recesión .	22	3, 3, 2, 1, 2, 4, 2, 4, 4, 3, 2, 3, 3, 2	2.71428571429
MOP4	ja	Aprendí música en la Universidad de arte victoriano Sheona eatro Melbourne .	11	4, 3, 3, 3, 3, 4, 3, 4, 3, 4, 2, 3, 2, 1, 2	2.93333333333
MOP4	ja	Sheila Whiteley sugiere que Mercurio ha llegado a un punto de inflexión en su vida personal , en 1975 .	18	2, 4, 4, 4, 4, 4, 3, 3, 2, 1, 3, 3, 3, 2, 2	2.93333333333
MOP4	ja	Yo estaba acostumbrado a instalar la oficina de la Secretaría de Hacienda Real en 1816 .	15	2, 2, 2, 2, 4, 4, 4, 1, 2, 1, 1, 3, 4, 2, 2	2.4
MOP4	ja	Cuba es una moléculas de hidrocarburos sintéticos que tienen 8 átomos de carbono que están dispuestas según el nombre, formando los vértices de un cubo .	24	1, 2, 1, 2, 2, 4, 1, 2, 3, 3, 3, 1, 1, 1, 2	1.93333333333
MOP4	ja	Jiandi tomó, fue colocado en la boca , se traga .	9	2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1	1.33333333333
MOP4	ja	También es uno de los barrios de negocios de Shanghai .	10	4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 2	3.76923076923
MOP4	ja	Es útil para purificar el pecho y la garganta , frente a la fiebre , se le añadió .	15	2, 3, 3, 2, 3, 3, 3, 4, 1, 2, 1, 3, 3, 1, 1	2.33333333333
MOP4	ja	En tiempo de 38.491 segundos , Mariana ganó el primer puesto en cada carrera .	13	3, 3, 1, 2, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2	2.57142857143
MOP4	ja	Aurora Diamond Collection es uno de los más abundantes en términos de color .	13	3, 3, 3, 2, 4, 3, 4, 4, 3, 4, 2, 3, 2, 4	3.14285714286
MOP4	ja	Luego disparó la fama trabajando en la estación oficial de música electrónica "cadena arriba " , Mallorca .	14	2, 3, 3, 4, 3, 3, 3, 3, 2, 4, 2, 3, 1, 3, 1	2.66666666667
MOP4	ja	Gobierno de Moscú ha anunciado los planes para la reconstrucción del famoso monasterio de gran escala recientemente .	17	4, 2, 3, 3, 3, 4, 3, 3, 2, 4, 2, 3	3.0
MOP4	ja	Se ha presentado al 26 de septiembre en Piscobamba YEL 24 , del mes de Huántar .	15	2, 1, 2, 3, 4, 1, 2, 1, 2, 1, 1, 2, 2, 1	1.78571428571
MOP4	ja	Se retiró de la política activa en 2002 .	8	4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4	3.84615384615
MOP4	ja	1822 : Los fieles se mantuvo en la corona de España , la batalla de Maracaibo y el rodillo da la superioridad Patriots sobre estas áreas .	23	3, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 3	1.71428571429
MOP4	ja	1990 , la independencia de Castilla -La Mancha Tomé Lloret la Unión Soviética , se ha convertido en un municipio .	17	3, 3, 1, 1, 2, 1, 3, 1, 1, 1, 4, 1, 3, 1	1.85714285714
MOP4	ja	Nueva constitución se promulgó un sistema presidencial que ha sido cumplida en su totalidad hasta el 1942-1934 .	17	2, 3, 3, 2, 1, 3, 2, 3, 2, 1, 3, 2, 4, 2, 3, 1	2.3125
MOP4	ja	Fortaleza como centro administrativo , la ciudad ha crecido hacia el oeste y el sur .	14	3, 2, 4, 4, 3, 4, 4, 4, 3, 3, 4, 3, 2, 3, 3	3.26666666667
MOP4	ja	Fue ascendido al grado de general por su legislatura .	9	3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4	3.8
MOP4	ja	Después inicialmente estalló en Cronulla , la violencia se ha extendido a la zona sudeste de otra Sydney .	17	3, 3, 2, 2, 3, 1, 1, 4, 2, 3, 2, 1, 2, 3	2.28571428571
MOP4	ja	( Ciudad de México , 1943) cirujano , investigador José Luis Díaz Gómez y es una beca de México .	16	2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3, 2, 1	1.84615384615
MOP4	ja	También , yo era ejercido en unidades del Ejército Argentina , Prefectura Naval Argentina , Argentina mercantes .	14	2, 1, 1, 1, 2, 3, 1, 1, 1, 3, 2, 2, 1, 4	1.78571428571
MOP4	ja	Y el virus precursor selectiva de base de piedra de los Reyes Magos " Es una especie de plaga por " ADN .	20	3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 3	1.78571428571
MOP4	ja	Alimentos , que está completamente aislado debido a su fina corteza, por todos los aspectos de mosto "sellado " .	16	1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2	1.53846153846
MOP4	ja	Él de manera que funcione como un testigo , y había sido recomendado para el samurai visitando rural ir acompañado de un sirviente es diferente .	23	3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1	1.28571428571
MOP4	ja	En 2003 , se está convirtiendo en uno de los actores representados por la agencia Kuranda De esta manera , se aprobó un reparto de caras nuevas .	25	3, 1, 4, 1, 2, 2, 1, 2, 3, 2, 3, 3	2.25
MOP4	ja	La gran excursión : Cuando dije en 1989 , Wallace y Gromit excéntrica invención animación y Wallace de Aardman , Sallis ha logrado un gran éxito .	22	1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1	1.42857142857
MOP4	ja	Nacido en 1787 en los tres días de sol , que es el hijo del rey Calimehtar .	16	2, 3, 3, 1, 3, 1, 2, 4, 2, 1, 3, 2, 2	2.23076923077
MOP4	ja	Prionispa Academia Sinica es una especie de escarabajo de la familia del escarabajo de hoja .	15	3, 4, 4, 4, 2, 4, 4, 4, 3, 4, 2, 4, 3, 3	3.42857142857
MOP4	ja	No es tan frecuente como en la Venezuela de béisbol y baloncesto , y fútbol .	14	1, 2, 1, 1, 3, 2, 4, 1, 2, 2, 2, 2, 3, 1, 1	1.86666666667
MOP4	ja	Se celebra el domingo , está lleno con las dos personas del estado de Querétaro y lugareños mismos .	17	2, 4, 2, 1, 3, 1, 2, 1, 2, 1, 1, 3, 2, 1	1.85714285714
MOP4	ja	Elogió el Obispo de Chilapa el 7 de abril de 1876, fue consagrado en la Catedral de Guadalupe en México 25 de junio 1876 .	24	3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 2, 4, 2, 4, 2	2.6
MOP4	ja	Ha jugado más partidos en el fútbol Eliminar Romero Jesús Gracia mineras jugadores " cangrejo " elásticos .	15	2, 1, 1, 1, 3, 2, 1, 1, 4, 3, 1, 1, 1, 1, 1	1.6
MOP4	ja	En 1992 , con el fin de obtener más fondos , Ella Fitzgerald , dio un concierto en el Radio City Music Hall .	20	2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.78571428571
MOP4	ja	Este es uno de los bosques caducifolios templados de América del Norte de la más grande .	16	4, 1, 3, 3, 2, 2, 2, 2, 2, 3, 2, 1, 3, 2	2.28571428571
MOP4	ja	Era un hospital juego de leer novelas , cantando el bolero es también , que se han comprometido .	16	2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1	1.2
MOP4	ja	Cuando la guía de uno de sus Daniel Passarella , el fútbol, fue el responsable del equipo, que se identificó como una camisa alternativa Maradona " 10 " .	25	4, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1	1.5
MOP4	ja	Por lo tanto , llegó a ocupar el presidente de un grupo de exportadores de oliva .	15	3, 4, 2, 3, 1, 3, 2, 2, 2, 2, 2, 4, 2	2.46153846154
MOP4	ja	Tumba de Oscar Wilde en el cementerio Pere Lachaise : Pero , notoriedad fue que él puede conseguir otro orden .	17	2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1	1.33333333333
MOP4	ja	Hija Ivanka Trump , la suya era la dama de honor de ella .	12	3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 3	1.5625
MOP4	ja	Comunidad del software libre , Klingens Martijn es el programador de los Países Bajos que se conoce por sus contribuciones al proyecto KDE en particular .	24	2, 2, 2, 3, 3, 4, 4, 4, 2, 2, 2, 3, 2	2.69230769231
MOP4	ja	Tener un ingreso medio de $ 30,274 en comparación con $ 24,118 para las mujeres los hombres .	15	3, 2, 3, 1, 2, 1, 4, 1, 1, 2, 2, 4, 3, 2, 2	2.2
MOP4	ja	" Halothamnus bottae es" , que es un arbusto que alcanza una altura de 30 a 50 centímetros por el color verde del Edaao molestos .	23	3, 3, 2, 2, 2, 1, 2, 3, 3, 1, 1, 3, 1, 2	2.07142857143
MOP4	ja	Linneo fue el primero en formalizar los diferentes conceptos .	9	2, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3	3.53333333333
MOP4	ja	Fue residentes de 5.508 personas en los estimados de población 2010 Estadísticas ( IBGE ) del Instituto de Geografía de la Brasil .	20	3, 1, 1, 2, 3, 2, 3, 2, 1, 2, 1, 1, 1, 2	1.78571428571
MOP4	ja	Empresa grande y pequeña de carbón cerrada , redujo el tamaño del sector del carbón .	14	3, 3, 4, 2, 2, 2, 3, 1, 1, 4, 3, 2, 2, 2	2.42857142857
MOP4	ja	Para el final del año y el túnel , se me ha escondido en una cámara que ha sido sellada refinar .	20	2, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 2, 4	1.64285714286
MOP4	ja	Este entorno , su hermana había salido de la casa de la familia inmediata .	13	2, 2, 2, 3, 3, 2, 2, 3, 2, 1, 3, 1, 1, 2	2.07142857143
MOP4	ja	En la fabricación de jabón, el aceite de coco es un ingrediente básico .	13	2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.86666666667
MOP4	ja	Las personas viajaron a Badajoz , Toledo , Madrid con frecuencia , él era una vez en París .	14	3, 2, 2, 3, 1, 3, 2, 1, 2, 3, 2, 1, 1, 3	2.07142857143
MOP4	ja	En una familia de inmigrantes judíos , su verdadero nombre era , y Robert Goldberg , nacido en Manhattan , Nueva York .	18	3, 2, 3, 2, 3, 3, 3, 1, 3, 3, 2, 1, 3, 3, 1, 1	2.3125
MOP4	ja	Poema está escrito en rima se indica con un grabado en madera que .	13	3, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1	1.53333333333
MOP4	ja	Temminckii de Cirrhilabrus es una especie de peces de la familia en el orden Perciformes Labridae .	16	3, 3, 4, 4, 3, 3, 4, 4, 1, 4, 4, 3, 3, 3	3.28571428571
MOP4	ja	De hecho , Ahura Mazda ha sido venerado por los persas , así como el núcleo del emperador .	16	3, 3, 2, 4, 2, 3, 3, 4, 3, 3, 4, 2, 3, 4, 2	3.0
